# 
# 04/26/2024 07:45:30
# The parameters defined in the project are:
# ,P1 - P3@DS_FLAP_HEIGHT,P2 - P3@DS_LO_RIB_WIDTH1,P3 - P3@DS_LO_RIB_WIDTH2,P4 - P3@DS_LO_RIB_WIDTH3,P5 - P3@DS_LA_RIB_WIDTH1,P7 - Equivalent Stress Maximum [Pa],P8 - Equivalent Elastic Strain Maximum [m m^-1]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4,P5,P7,P8
DP 94,2.4424,1.3198,2.7815,1.647,1.7565,239026305.66194525,0.0033674183456848064
DP 95,2.1477,1.6248,2.0016,2.7577,2.736,245852429.35096723,0.0034685115329921245
DP 96,1.981,2.9754,1.3828,2.718,2.7257,252360437.69403428,0.0035573396765227827
DP 97,2.1471,1.7078,2.3057,2.1937,3.0802,253276896.73422623,0.0035712532408069819
DP 98,1.9591,1.4454,2.7276,2.1706,2.6252,244540700.59529018,0.003444640863952892
DP 99,2.4442,1.3841,2.3978,2.023,2.6627,238341300.85423169,0.0033584873890504241
DP 100,1.6106,2.0583,1.9781,3.0496,2.1973,243233029.95343232,0.0034301011473871768
DP 101,1.3196,1.8193,2.6475,2.4891,2.2933,240505710.68145561,0.0033881114795804024
DP 102,1.279,1.6478,1.9161,2.7305,2.3871,287122182.40147066,0.0040483362972736359
DP 103,1.47,3.3277,1.5428,2.8979,2.239,251734093.31925964,0.0035510244779288769
DP 104,2.0646,1.7903,2.3588,2.1336,3.3996,244948866.77300626,0.0034539144835434854
DP 105,1.7969,2.1529,2.7736,1.6523,2.0491,247931156.580818,0.0034943926846608521
DP 106,2.2425,2.4539,1.7321,1.8079,2.5439,262605985.45168808,0.003703133319504559
DP 107,2.0854,2.061,2.5368,1.4611,1.9336,264744645.42209986,0.0037342752662620376
DP 108,2.0211,2.1818,2.249,1.8701,2.9748,253740605.74719718,0.0035799032193608582
DP 109,1.7335,3.9473,2.1377,2.1591,2.4644,220984271.81098381,0.0031134505600978932
DP 110,2.2238,1.9854,1.3964,2.8294,1.7789,254933256.55213866,0.0035934901097789407
DP 111,1.9319,2.4181,1.9822,2.4079,2.0833,244551009.12987486,0.003449086824225055
DP 112,1.627,2.8383,1.951,2.3871,2.3751,251706741.56128362,0.0035513642554481826
DP 113,2.0533,2.0406,2.1304,2.3414,2.8866,251017602.32818845,0.0035395952872931957
DP 114,2.079,1.6959,2.5139,2.0343,2.3761,250928342.73059705,0.0035400516062509269
DP 115,2.161,1.8281,2.3331,1.9806,2.469,250543405.15975425,0.0035346629563719036
DP 116,2.2621,1.9604,0.9439,2.5421,1.8331,285399131.30921537,0.0040256120264530182
DP 117,1.8113,2.6431,2.1066,2.0317,2.5432,250325597.88702092,0.0035307019017636774
DP 118,1.7944,2.4461,1.7706,2.64,1.0895,259359917.968006,0.0036568534560501575
DP 119,2.2889,1.2562,2.5196,1.81,2.0418,268310933.88054657,0.0037828467320650816
DP 120,2.3473,2.0999,2.1507,1.8335,3.1394,238631643.56609303,0.003366935794474557
DP 121,1.5903,1.78,2.1928,3.2046,2.5023,249094409.98273292,0.0035120546235702932
DP 122,2.3077,1.5111,2.4092,2.0722,2.1704,256149600.45639315,0.0036116614355705678
DP 123,1.8835,1.4876,2.5078,2.1694,2.8855,263681118.55934718,0.0037180226645432413
DP 124,1.3925,2.03,2.3442,2.5925,2.4695,244222386.20492929,0.0034464035648852586
DP 125,1.5255,2.2977,2.7235,1.8311,1.5423,249649387.22935885,0.0035192914656363428
DP 126,2.0222,2.0131,2.5674,1.7505,3.0202,249062277.01475811,0.0035107714039358225
DP 127,2.3347,2.0116,1.4112,2.2408,3.5239,261533225.686097,0.0036897634983890587
DP 128,2.0884,2.95,1.8964,1.9677,2.9639,244613211.77664804,0.0034500201646652487
DP 129,2.5154,1.7195,2.2489,1.3781,1.8854,259244342.08435592,0.0036573543745492187
DP 130,2.3194,1.9958,2.0312,1.8964,2.7171,240958151.14918858,0.0033966390648856757
DP 131,1.572,1.9993,2.3557,1.9477,2.6813,259053131.39284146,0.0036518932985407965
DP 132,1.5044,3.1497,2.1284,1.706,1.6036,265267427.66269448,0.0037394311123838029
DP 133,1.4643,2.0883,1.9436,2.8271,1.6595,260491955.5216442,0.0036752412852365524
DP 134,1.2395,2.5388,1.9236,2.5448,2.5811,249228335.5060001,0.0035118363448418677
DP 135,2.0425,1.2959,2.1361,2.8582,2.027,249497149.00382918,0.0035148951380203166
DP 136,2.1399,1.8755,2.4064,2.1948,1.9632,243333888.79931504,0.0034327457193285226
DP 137,2.0334,3.1552,1.415,2.7442,2.3178,248148550.32608107,0.003498785796442202
DP 138,2.1385,1.5965,2.0184,2.348,3.3818,257136663.042111,0.0036285893525928258
DP 139,1.3075,1.9362,2.5179,2.1007,2.0835,262815843.13357133,0.0037056314467918128
DP 140,2.3889,2.2796,1.6927,1.8201,2.4158,254769219.30779871,0.0035931072488892823
DP 141,1.6582,3.2666,1.3683,2.5568,3.0491,255971647.16080585,0.0036056556855328381
DP 142,1.9608,2.4526,1.8947,2.4229,2.555,241038176.95600706,0.0033976228109427859
DP 143,2.3391,2.303,1.5719,2.1674,2.5121,255063549.28534502,0.0035986007424071431
DP 144,2.226,2.6928,1.5388,2.307,2.2155,249513412.85541612,0.0035172123170923442
DP 145,1.4613,2.1119,1.534,3.0882,2.3895,270518908.0215705,0.0038173084612935781
DP 146,1.3522,2.9591,1.7914,2.7194,2.0079,254596118.71770522,0.00359205697895959
DP 147,1.3321,2.7382,1.9093,2.7614,1.3936,250034339.18773049,0.0035271313584720096
DP 148,2.3039,1.7586,2.8527,1.6665,2.5063,231580001.64074534,0.0032630873611196876
DP 149,1.8507,2.1121,1.7482,2.803,2.426,252867621.06994674,0.0035650396647934732
DP 150,1.6612,2.3043,2.206,2.3251,2.4368,248078130.76723775,0.0034994648045135867
DP 151,2.1398,2.0292,1.9641,2.3521,1.8173,251373080.01669598,0.0035447668550269945
DP 152,2.2679,2.0234,1.8066,1.9739,2.3404,261215702.9472203,0.0036848865274805576
DP 153,1.6234,2.6638,1.9971,2.4189,3.0668,241565133.52785942,0.0034051350861166916
DP 154,1.4699,1.3606,3.1036,2.9498,2.7565,237116132.99597791,0.0033461324138832943
DP 155,1.9842,2.7824,1.8835,2.1154,2.9344,247400719.86057171,0.0034891049771641311
DP 156,2.0456,1.1354,2.4247,2.2751,2.3589,260725230.86233065,0.0036723969969898462
DP 157,1.8282,2.1184,2.1712,1.9874,2.3403,262279604.10382172,0.0036997202783823012
DP 158,2.2292,1.6274,2.861,1.3964,2.6675,254929231.519403,0.003597263537812978
DP 159,2.151,1.6199,2.3173,2.349,2.8999,247638162.97965097,0.0034940304467454553
DP 160,1.1665,1.8948,2.0445,2.3393,3.1663,268416464.41549775,0.0037839789292775095
DP 161,1.633,2.7136,1.9916,2.3874,2.4899,251754203.30244288,0.0035509317531250417
DP 162,2.1545,1.8773,2.618,1.8157,1.7114,247210165.42473441,0.0034853649267461151
DP 163,2.0649,1.8838,1.472,2.776,1.8623,273533007.29871345,0.0038566207771913875
DP 164,1.3642,2.3042,2.5781,1.9504,1.8967,256155649.38164955,0.0036137644201517105
DP 165,2.2456,2.531,1.3547,2.5201,2.5907,258863889.65276393,0.0036488234065473078
DP 166,2.006,2.0875,1.8795,2.1425,1.3724,271671255.55365312,0.0038348448579199612
DP 167,1.1324,2.176,1.2269,3.0505,1.4568,297836533.420684,0.00420102768111974
DP 168,1.4414,1.3799,2.865,2.5494,2.2542,246644014.15951347,0.0034746661549434066
DP 169,2.0152,2.6805,2.0434,2.4751,1.574,235288273.88389048,0.0033193607814610004
DP 170,1.418,2.1634,2.0361,2.8234,2.3605,249296839.31029093,0.0035167909518349916
DP 171,2.0002,1.6948,2.7827,1.6691,1.8065,258755204.13486895,0.0036501075373962522
DP 172,2.3361,2.8852,1.3205,1.5973,1.7232,276831662.99869078,0.0039028310815670659
DP 173,1.8827,1.7948,2.0507,2.6025,1.7644,263368027.68735671,0.00371312964707613
DP 174,1.6895,1.5141,2.1414,3.345,1.6303,253851650.63899413,0.0035804968210868537
DP 175,1.6143,1.81,2.5737,2.5045,2.3377,251348107.45729068,0.0035436436947849062
DP 176,1.7206,2.0705,2.0768,2.4779,2.8954,255886931.34700724,0.0036098620039410889
DP 177,1.9209,2.4095,1.4659,3.1562,2.5847,249667233.91710821,0.00352133420528844
DP 178,1.8955,1.9153,2.1823,2.6086,2.265,246402920.63418975,0.0034743588767014444
DP 179,2.1656,2.087,2.6227,1.3414,2.9066,250032292.94199026,0.0035278441209811717
DP 180,1.5932,2.1806,2.3573,2.1484,2.3902,253431801.60656288,0.0035727662034332752
DP 181,2.3706,1.565,2.3599,1.9763,1.7165,243214319.91970378,0.0034273977507837117
DP 182,1.5276,2.4464,2.4895,1.9535,1.9707,245438089.93353182,0.0034598149650264531
DP 183,1.3641,3.2926,1.8702,2.0625,2.5152,260886546.59758979,0.0036784194177016615
DP 184,1.8841,3.0606,1.5958,2.7257,2.7912,243403621.46180391,0.0034331052447669208
DP 185,2.3283,1.8575,2.0125,2.2319,3.3078,243104545.71050054,0.0034282540436834097
DP 186,2.2086,2.2235,1.5764,2.4661,2.0411,258168914.4938274,0.0036410437896847725
DP 187,2.1513,2.2749,1.6544,2.5857,2.3373,249714051.31113875,0.003521890175761655
DP 188,2.008,1.6844,2.6537,2.0256,2.9584,257212608.48577204,0.0036265436210669577
DP 189,2.1539,2.8507,1.4949,2.3108,2.995,251283841.02930626,0.0035423618683125824
DP 190,1.2861,2.3276,2.3631,2.266,2.2344,248925013.24992979,0.0035102163175387041
DP 191,2.3351,2.0623,1.834,1.6064,2.8329,262613111.14154887,0.0037052644183859229
DP 192,1.8693,3.4214,1.8542,2.0177,2.4688,241059876.61929518,0.0033961098873987795
DP 193,2.0414,2.787,1.4303,2.492,1.8603,264087981.97069386,0.0037234497722238302
DP 194,1.8545,1.748,2.2347,2.7247,2.8789,246476514.02407148,0.0034780058194883168
DP 195,2.1189,1.7296,2.8723,1.555,3.6809,248865580.03523195,0.0035077001278599105
DP 196,1.8082,3.2757,1.5743,2.2979,3.3506,263780293.72075912,0.0037189849341909089
DP 197,1.5302,3.0199,1.9035,2.6741,1.6521,247451292.8187615,0.0034916180884465575
DP 198,1.2261,3.0429,1.8446,2.7298,2.1479,246756362.63798478,0.0034800940710637304
DP 199,2.1677,3.3054,1.6253,2.1019,2.7083,243404906.92940515,0.0034334727679379284
DP 200,1.8353,1.3434,2.0654,2.8339,3.294,268342816.91298264,0.00378309174751242
DP 201,1.7643,1.6276,2.2232,3.0761,2.4435,245268317.1551328,0.0034582637599669397
DP 202,1.6915,1.7986,2.5057,1.7353,2.4562,263855706.80466005,0.0037172816810198128
DP 203,2.3809,1.3681,2.8033,1.5584,2.3436,249825440.99932683,0.0035223303961434533
DP 204,1.6138,2.2428,2.0104,2.666,2.3765,250623425.5064809,0.0035344288270506593
DP 205,1.9971,1.8935,1.542,1.8865,3.8795,289096942.71099252,0.0040780370278904838
DP 206,2.1943,1.749,2.5125,1.8904,2.2651,243900382.53583938,0.0034370754146948457
DP 207,1.9762,2.406,1.9702,2.2336,2.9514,249495369.90760997,0.0035203055012971163
DP 208,2.2432,1.958,1.8715,2.4839,2.1366,251438575.51134053,0.0035456853220239282
DP 209,1.8482,2.6496,1.9291,2.1691,1.5275,257692188.600877,0.0036320661019999534
DP 210,1.8472,1.9365,1.9784,2.316,3.6731,257472808.00493154,0.0036339897778816521
DP 211,1.8078,2.1655,2.4401,1.6686,2.5129,263804101.64412662,0.003718930839871367
DP 212,1.9751,2.5217,1.6716,2.6229,3.038,240755223.36472335,0.0033916420846556625
DP 213,1.705,3.0414,2.2363,1.8755,2.1733,241708556.827377,0.00340733933262527
DP 214,2.1159,2.0215,2.1956,2.0252,2.8208,248344240.66622093,0.0035033784224651754
DP 215,1.5247,2.8714,2.3589,1.7144,2.1698,249683310.68212807,0.0035216531885618515
DP 216,1.8242,2.3172,1.5599,3.1656,2.3563,250924270.89119536,0.0035391223791521043
DP 217,1.3273,1.8329,2.2004,3.5431,2.3392,240691035.62534738,0.0033964517642743886
DP 218,1.5371,2.7359,2.1876,1.3102,1.7421,278725032.29664981,0.0039288834151294492
DP 219,1.3747,2.3941,2.1596,2.5752,1.9438,249763293.27650607,0.0035233660601079464
DP 220,2.2784,1.6737,2.3966,2.1886,2.5311,240312959.42915604,0.003390171891078353
DP 221,1.282,1.9111,2.4622,2.3872,2.0403,255535660.99673453,0.0036044733715243638
DP 222,1.8972,1.7861,2.6025,1.9058,2.1778,258269516.21259153,0.0036423389877503118
DP 223,1.7369,2.125,2.8179,1.6989,2.9869,250101443.57325441,0.0035293440644939742
DP 224,2.2454,1.6695,2.6298,1.4808,1.8866,256240697.90382048,0.0036137305931853397
DP 225,1.6844,2.267,2.2074,2.2806,2.9553,257189238.29199797,0.0036268806628262005
DP 226,1.8027,2.0626,2.3972,1.9949,2.8271,254644395.92273077,0.0035912506799730989
DP 227,1.8926,1.8839,2.007,2.7943,2.6681,253905636.51039976,0.0035802214406430721
DP 228,1.4747,1.8872,2.6082,2.575,1.8388,251348672.40394604,0.0035457965762664876
DP 229,2.0613,2.0475,2.2421,2.056,2.4391,249074213.56803456,0.0035143251880072057
DP 230,1.1592,1.5899,2.5409,1.9257,2.294,288209080.52130419,0.0040629756636917595
DP 231,1.8117,2.726,2.0192,2.1411,2.6168,244006170.94798476,0.0034379479475319386
DP 232,1.9728,1.486,2.01,2.1324,1.4559,286651968.17421544,0.0040445764316245914
DP 233,2.4696,1.7865,3.1393,1.0859,2.8806,236221934.55166307,0.0033306953652451434
DP 234,1.5395,2.1501,2.1448,2.5,2.4781,254887804.95531395,0.0035931732402079636
DP 235,1.6901,2.7643,1.3344,2.6858,3.3526,261587001.41759422,0.00368449033703655
DP 236,1.6185,2.945,2.5972,1.5293,2.8393,234049693.75750738,0.0032972606519858041
DP 237,1.8188,1.8813,2.4315,2.3027,2.5371,251324015.5947811,0.0035466126631945372
DP 238,2.1585,1.5195,2.8212,2.019,2.8839,244669658.97356007,0.0034525046939961612
DP 239,2.1293,2.1968,1.7207,2.5113,2.8991,261945666.5216406,0.0036986131453886628
DP 240,2.5999,2.9013,1.4987,1.6526,2.0209,243087826.04681447,0.0034304523142054677
DP 241,2.3406,1.8276,2.0763,2.1063,1.8932,244304791.84331504,0.0034458092122804374
DP 242,1.7647,1.8243,2.7031,1.9812,2.3284,259717614.94453537,0.0036611058749258518
DP 243,1.6128,2.9524,1.8018,2.4631,2.8611,255243974.51206368,0.0036015407531522214
DP 244,1.9026,2.0233,2.3695,2.0733,2.4893,256110439.12783119,0.0036103554302826524
DP 245,1.7698,3.1896,1.8479,1.8325,2.1364,266642290.5192261,0.0037588769207812017
DP 246,1.9355,2.3409,1.9021,2.497,1.8143,246649904.40133792,0.0034794303064700216
